Date,Open,High,Low,Close,Adj Close,Volume
2011-03-02,104.399002,104.399002,104.399002,104.399002,95.750328,2300
2011-03-03,104.399002,104.399002,104.399002,104.399002,95.750328,0
2011-03-04,104.399002,104.399002,104.399002,104.399002,95.750328,0
2011-03-09,104.399002,104.399002,104.399002,104.399002,95.750328,0
2011-03-10,104.399002,104.399002,104.399002,104.399002,95.750328,0
2011-03-11,104.399002,104.399002,104.399002,104.399002,95.750328,0
2011-03-14,104.399002,104.399002,104.399002,104.399002,95.750328,0
2011-03-15,104.399002,104.399002,104.399002,104.399002,95.750328,0
2011-03-16,104.399002,104.399002,104.399002,104.399002,95.750328,0
2011-03-17,104.399002,104.399002,104.399002,104.399002,95.750328,0
2011-03-18,104.399002,104.399002,104.399002,104.399002,95.750328,0
2011-03-21,104.399002,104.399002,104.399002,104.399002,95.750328,0
2011-03-22,104.400002,104.400002,104.400002,104.400002,95.751228,1000
2011-03-23,104.400002,104.400002,104.400002,104.400002,95.751228,0
2011-03-24,104.400002,104.400002,104.400002,104.400002,95.751228,0
2011-03-25,104.400002,104.400002,104.400002,104.400002,95.751228,0
2011-03-28,104.400002,104.401001,104.400002,104.401001,95.752151,2120
2011-03-29,104.401001,104.401001,104.401001,104.401001,95.752151,0
2011-03-30,104.401001,104.401001,104.401001,104.401001,95.752151,0
2011-03-31,104.401001,104.401001,104.401001,104.401001,95.752151,0
2011-04-01,104.400002,104.400002,104.400002,104.400002,95.751228,5460
2011-04-04,104.400002,104.400002,104.400002,104.400002,95.751228,0
2011-04-05,104.400002,104.400002,104.400002,104.400002,95.751228,0
2011-04-06,104.400002,104.400002,104.400002,104.400002,95.751228,270
2011-04-07,104.400002,104.400002,104.400002,104.400002,95.751228,200
2011-04-08,104.400002,104.400002,104.400002,104.400002,95.751228,200
2011-04-11,104.400002,104.400002,104.400002,104.400002,95.751228,0
2011-04-12,104.400002,104.400002,104.400002,104.400002,95.751228,0
2011-04-13,104.400002,104.400002,104.400002,104.400002,95.751228,0
2011-04-14,104.400002,104.400002,104.400002,104.400002,95.751228,0
2011-04-15,104.400002,104.400002,104.400002,104.400002,95.751228,0
2011-04-18,104.400002,104.400002,104.400002,104.400002,95.751228,400
2011-04-19,104.400002,104.400002,104.400002,104.400002,95.751228,1000
2011-04-20,104.400002,104.400002,104.400002,104.400002,95.751228,1920
2011-04-25,104.400002,104.400002,104.400002,104.400002,95.751228,500
2011-04-26,104.400002,104.400002,104.400002,104.400002,95.751228,6020
2011-04-27,104.400002,104.400002,104.400002,104.400002,95.751228,140
2011-04-28,104.400002,104.400002,104.400002,104.400002,95.751228,0
2011-04-29,104.400002,104.400002,104.400002,104.400002,95.751228,0
2011-05-02,103.599998,104.000000,103.599998,104.000000,95.384361,110
2011-05-03,104.000000,104.000000,104.000000,104.000000,95.384361,0
2011-05-04,104.000000,104.000000,104.000000,104.000000,95.384361,0
2011-05-05,104.000000,104.000000,104.000000,104.000000,95.384361,0
2011-05-06,104.000000,104.000000,104.000000,104.000000,95.384361,40
2011-05-09,104.000000,104.000000,104.000000,104.000000,95.384361,0
2011-05-10,104.000000,104.000000,104.000000,104.000000,95.384361,0
2011-05-11,104.000000,104.000000,104.000000,104.000000,95.384361,0
2011-05-12,104.000000,104.000000,104.000000,104.000000,95.384361,20
2011-05-13,104.000000,104.000000,104.000000,104.000000,95.384361,500
2011-05-16,104.000000,104.000000,104.000000,104.000000,95.384361,0
2011-05-17,104.000000,104.000000,104.000000,104.000000,95.384361,150
2011-05-18,104.000000,104.000000,104.000000,104.000000,95.384361,0
2011-05-19,104.000000,104.000000,104.000000,104.000000,95.384361,550
2011-05-20,104.000000,104.000000,104.000000,104.000000,95.384361,1090
2011-05-23,103.989998,103.989998,103.989998,103.989998,95.375198,30
2011-05-24,103.995003,104.000000,103.995003,104.000000,95.384361,950
2011-05-25,104.099998,104.099998,104.000000,104.050003,95.430237,2880
2011-05-26,104.000000,104.300003,104.000000,104.300003,95.659508,4390
2011-05-27,104.300003,104.300003,104.300003,104.300003,95.659508,0
2011-05-30,104.300003,104.300003,104.300003,104.300003,95.659508,270
2011-05-31,104.300003,104.300003,104.300003,104.300003,95.659508,130
2011-06-01,104.500000,104.500000,104.500000,104.500000,95.842949,450
2011-06-02,104.500000,104.500000,104.500000,104.500000,95.842949,10
2011-06-03,104.000000,104.000000,104.000000,104.000000,95.384361,40
2011-06-06,104.000000,104.000000,104.000000,104.000000,95.384361,0
2011-06-07,104.000000,104.000000,104.000000,104.000000,95.384361,0
2011-06-08,104.000000,104.000000,104.000000,104.000000,95.384361,0
2011-06-09,104.000000,104.000000,104.000000,104.000000,95.384361,0
2011-06-10,104.000000,104.000000,104.000000,104.000000,95.384361,0
2011-06-13,104.500000,104.599998,104.500000,104.599998,95.934662,1640
2011-06-14,104.599998,104.800003,104.599998,104.800003,96.118088,380
2011-06-15,105.500000,106.000000,105.500000,106.000000,97.218689,1740
2011-06-16,106.000000,106.000000,106.000000,106.000000,97.218689,0
2011-06-17,106.000000,106.000000,106.000000,106.000000,97.218689,40
2011-06-20,107.000000,107.000000,107.000000,107.000000,98.135834,660
2011-06-21,106.500000,106.500000,106.500000,106.500000,97.677269,1920
2011-06-22,107.500000,107.500000,106.099998,106.099998,97.310394,1240
2011-06-24,106.099998,106.099998,106.099998,106.099998,97.310394,0
2011-06-27,107.500000,107.500000,107.500000,107.500000,98.594421,710
2011-06-28,107.500000,107.500000,107.500000,107.500000,98.594421,0
2011-06-29,107.500000,107.500000,107.500000,107.500000,98.594421,0
2011-06-30,108.000000,108.000000,106.300003,106.300003,97.493835,480
2011-07-01,106.300003,106.300003,106.300003,106.300003,97.493835,0
2011-07-04,106.300003,106.300003,106.300003,106.300003,97.493835,0
2011-07-05,106.300003,106.300003,106.300003,106.300003,97.493835,0
2011-07-06,106.300003,106.300003,106.300003,106.300003,97.493835,0
2011-07-07,106.300003,106.300003,106.300003,106.300003,97.493835,0
2011-07-08,108.000000,108.000000,108.000000,108.000000,99.053001,140
2011-07-11,108.000000,108.000000,108.000000,108.000000,99.053001,140
2011-07-12,108.000000,108.000000,108.000000,108.000000,99.053001,290
2011-07-13,108.500000,108.500000,108.500000,108.500000,99.511581,1500
2011-07-14,108.500000,108.500000,108.500000,108.500000,99.511581,1360
2011-07-15,106.500000,109.000000,106.500000,109.000000,99.970154,2180
2011-07-18,109.000000,109.000000,109.000000,109.000000,99.970154,0
2011-07-19,109.000000,109.000000,109.000000,109.000000,99.970154,110
2011-07-20,109.000000,109.000000,109.000000,109.000000,99.970154,0
2011-07-21,109.000000,109.000000,109.000000,109.000000,99.970154,1260
2011-07-22,109.000000,109.000000,109.000000,109.000000,99.970154,0
2011-07-25,109.000000,109.000000,109.000000,109.000000,99.970154,0
2011-07-26,109.000000,109.000000,109.000000,109.000000,99.970154,0
2011-07-27,109.000000,109.000000,109.000000,109.000000,99.970154,0
2011-07-28,109.000000,109.000000,109.000000,109.000000,99.970154,0
2011-07-29,109.000000,109.000000,109.000000,109.000000,99.970154,0
2011-08-01,109.000000,109.000000,109.000000,109.000000,99.970154,0
2011-08-02,110.000000,110.000000,109.099998,109.099998,100.061867,2000
2011-08-03,110.000000,110.000000,110.000000,110.000000,100.887314,2890
2011-08-04,109.500000,109.500000,109.500000,109.500000,100.428741,60
2011-08-05,109.500000,109.500000,109.500000,109.500000,100.428741,0
2011-08-08,109.900002,109.900002,109.900002,109.900002,100.795593,50
2011-08-09,109.900002,109.900002,109.900002,109.900002,100.795593,0
2011-08-10,109.900002,109.900002,109.900002,109.900002,100.795593,0
2011-08-11,109.900002,109.900002,109.900002,109.900002,100.795593,0
2011-08-12,110.500000,112.000000,110.500000,112.000000,102.721619,190
2011-08-15,112.000000,112.000000,112.000000,112.000000,102.721619,0
2011-08-16,111.000000,111.000000,111.000000,111.000000,101.804474,300
2011-08-17,111.000000,111.000000,111.000000,111.000000,101.804474,0
2011-08-18,111.000000,111.000000,111.000000,111.000000,101.804474,0
2011-08-19,115.000000,115.000000,115.000000,115.000000,105.473106,50
2011-08-22,115.000000,115.000000,115.000000,115.000000,105.473106,0
2011-08-23,115.000000,115.000000,115.000000,115.000000,105.473106,0
2011-08-24,115.000000,115.000000,115.000000,115.000000,105.473106,1240
2011-08-25,115.000000,115.000000,115.000000,115.000000,105.473106,0
2011-08-26,117.000000,117.000000,115.000000,115.000000,105.473106,110
2011-08-29,115.000000,115.000000,115.000000,115.000000,105.473106,0
2011-08-30,115.000000,115.000000,115.000000,115.000000,105.473106,0
2011-08-31,118.000000,118.000000,118.000000,118.000000,108.224579,100
2011-09-01,118.000000,118.000000,118.000000,118.000000,108.224579,50
2011-09-02,118.000000,118.000000,118.000000,118.000000,108.224579,80
2011-09-05,117.099998,117.099998,117.000000,117.000000,107.307411,890
2011-09-06,117.000000,117.000000,117.000000,117.000000,107.307411,0
2011-09-08,117.000000,117.000000,117.000000,117.000000,107.307411,0
2011-09-09,117.000000,117.000000,117.000000,117.000000,107.307411,0
2011-09-12,117.000000,117.000000,117.000000,117.000000,107.307411,0
2011-09-13,117.000000,117.000000,117.000000,117.000000,107.307411,920
2011-09-14,117.000000,117.000000,117.000000,117.000000,107.307411,0
2011-09-15,117.000000,117.000000,117.000000,117.000000,107.307411,0
2011-09-16,117.000000,117.000000,117.000000,117.000000,107.307411,0
2011-09-19,117.000000,117.000000,117.000000,117.000000,107.307411,0
2011-09-20,117.000000,117.000000,117.000000,117.000000,107.307411,0
2011-09-21,117.000000,117.000000,117.000000,117.000000,107.307411,0
2011-09-22,117.000000,117.000000,117.000000,117.000000,107.307411,0
2011-09-23,117.000000,117.000000,117.000000,117.000000,107.307411,0
2011-09-26,117.000000,117.000000,117.000000,117.000000,107.307411,0
2011-09-27,117.000000,117.000000,117.000000,117.000000,107.307411,0
2011-09-28,117.000000,117.000000,117.000000,117.000000,107.307411,0
2011-09-29,117.000000,117.000000,117.000000,117.000000,107.307411,0
2011-09-30,112.500999,112.500999,112.500999,112.500999,103.181114,130
2011-10-03,112.599998,112.599998,112.599998,112.599998,103.271919,1000
2011-10-04,112.599998,112.599998,112.599998,112.599998,103.271919,0
2011-10-05,112.599998,112.599998,112.599998,112.599998,103.271919,0
2011-10-06,112.599998,112.599998,112.599998,112.599998,103.271919,0
2011-10-07,112.599998,112.599998,112.599998,112.599998,103.271919,0
2011-10-10,112.599998,112.599998,112.599998,112.599998,103.271919,0
2011-10-11,112.599998,112.599998,112.599998,112.599998,103.271919,0
2011-10-13,112.599998,112.599998,112.599998,112.599998,103.271919,0
2011-10-14,112.599998,112.599998,112.599998,112.599998,103.271919,0
2011-10-17,112.599998,112.599998,112.599998,112.599998,103.271919,0
2011-10-18,112.599998,112.599998,112.599998,112.599998,103.271919,0
2011-10-19,112.000000,112.000000,112.000000,112.000000,102.721619,80
2011-10-20,112.000000,112.000000,112.000000,112.000000,102.721619,80
2011-10-21,112.000000,112.000000,112.000000,112.000000,102.721619,0
2011-10-24,112.000000,112.000000,112.000000,112.000000,102.721619,0
2011-10-25,109.000000,109.000000,109.000000,109.000000,99.970154,1010
2011-10-26,109.000000,109.000000,109.000000,109.000000,99.970154,170
2011-10-27,109.000000,109.000000,109.000000,109.000000,99.970154,210
2011-10-28,109.000000,109.000000,108.000000,108.000000,99.053001,1160
2011-10-31,108.000000,108.000000,108.000000,108.000000,99.053001,1050
2011-11-01,116.999001,116.999001,108.000000,108.000000,99.053001,1060
2011-11-03,108.000000,108.000000,108.000000,108.000000,99.053001,1930
2011-11-04,109.000000,109.000000,109.000000,109.000000,99.970154,500
2011-11-07,110.001999,116.999001,110.001999,116.999001,107.306503,520
2011-11-08,116.999001,116.999001,116.999001,116.999001,107.306503,0
2011-11-09,116.000000,116.000000,115.000000,116.000000,106.390251,430
2011-11-10,116.000000,116.000000,116.000000,116.000000,106.390251,0
2011-11-11,116.000000,116.000000,116.000000,116.000000,106.390251,20
2011-11-14,116.000000,116.000000,116.000000,116.000000,106.390251,0
2011-11-16,115.000000,115.000000,115.000000,115.000000,105.473106,110
2011-11-17,115.000000,115.000000,108.014999,111.000000,101.804474,140
2011-11-18,111.000000,111.000000,111.000000,111.000000,101.804474,400
2011-11-21,111.000000,111.000000,110.000000,110.000000,100.887314,280
2011-11-22,110.000000,110.000000,110.000000,110.000000,100.887314,210
2011-11-23,109.599998,110.000000,109.000000,110.000000,100.887314,1790
2011-11-24,110.000000,110.000000,110.000000,110.000000,100.887314,190
2011-11-25,110.000000,110.000000,110.000000,110.000000,100.887314,270
2011-11-28,111.000000,111.000000,111.000000,111.000000,101.804474,1250
2011-11-29,111.000000,111.000000,110.500000,110.500000,101.345886,340
2011-11-30,111.000000,111.000000,111.000000,111.000000,101.804474,650
2011-12-01,110.000000,110.500000,110.000000,110.000999,100.888245,500
2011-12-02,112.000000,112.000000,112.000000,112.000000,102.721619,60
2011-12-05,112.000000,112.000000,112.000000,112.000000,102.721619,140
